secondsLeft,scoreDifference,yardsToEndzone,yOffsetAtSnap,motionSinceLineset,shiftSinceLineset,offenseFormation,receiverAlignment
187,0,51,0.06909090909090826,0,1,4,6
1883,-14,21,0.4109090909090996,0,1,4,6
1838,-14,83,0.8327272727272699,0,0,4,4
1800,-16,75,0.4627272727272756,1,1,5,3
1804,11,58,1.0299999999999985,1,0,4,6
2781,-3,50,0.43909090909090764,1,0,0,7
510,7,75,0.3481818181818219,1,0,4,4
349,5,65,0.3809090909090907,1,0,4,3
2277,0,57,0.4018181818181781,1,1,5,4
3022,-7,75,0.24090909090908885,0,0,4,6
1898,-20,41,0.05909090909089669,0,1,0,7
3004,0,28,0.456363636363645,1,0,3,6
2450,7,68,0.7136363636363657,1,1,4,6
377,2,90,1.3718181818181743,1,0,4,4
3441,0,35,0.7445454545454543,1,0,6,7
1795,-13,83,0.6981818181818137,1,1,4,4
3332,0,69,0.2672727272727245,0,0,4,6
1246,7,86,0.19454545454545508,1,0,5,4
3272,0,19,0.07363636363636256,1,1,4,6
636,-4,69,0.059999999999997104,0,1,5,4
2275,-10,37,0.3936363636363596,0,0,4,4
2108,7,28,0.8445454545454538,0,1,4,4
2859,-4,30,0.12272727272727221,1,0,5,4
762,0,55,0.4327272727272719,1,0,5,4
2671,-6,33,0.720000000000017,1,0,5,4
649,7,50,0.5790909090909095,0,1,4,4
1571,8,51,0.04999999999999587,1,0,4,3
2723,3,40,0.17090909090908532,0,0,4,4
526,-26,75,0.5836363636363651,0,0,4,4
1757,-17,61,0.41818181818182026,0,1,5,4
906,-7,80,0.45363636363636317,0,1,5,4
1953,-3,52,0.2109090909090903,0,1,5,3
1997,-3,25,0.26909090909090205,1,0,5,4
1619,-14,49,0.4790909090909023,1,0,1,3
2734,0,94,0.0500000000000062,1,0,5,6
1814,-7,57,0.13363636363635578,0,0,4,4
489,-3,32,0.2200000000000066,0,0,5,4
433,-24,11,0.8927272727272734,1,0,5,4
1379,2,64,0.6672727272727276,0,0,4,4
909,-15,58,0.5909090909090857,0,1,4,6
3441,0,65,0.5154545454545469,0,0,1,3
3209,0,10,0.9545454545454443,1,1,4,4
1171,-4,39,0.3681818181818166,1,1,5,4
1828,2,75,0.15363636363634792,0,1,4,6
1800,-3,75,0.06000000000000744,1,0,5,4
403,10,11,0.4663636363636153,1,0,4,6
2700,0,22,0.19363636363637357,0,1,5,4
3561,0,64,0.6490909090909078,1,0,4,3
1793,-17,79,0.11909090909090833,1,1,4,4
2853,0,53,0.533636363636364,0,0,0,7
2475,-10,71,0.5818181818181901,0,1,3,3
2072,13,14,0.7800000000000037,1,0,4,4
1920,-3,51,0.8236363636363638,0,0,4,4
1227,-21,57,0.25090909090909524,0,1,3,3
2820,-3,91,0.22181818181816612,1,1,5,4
499,4,88,0.07181818181816818,1,0,5,4
836,8,89,0.8900000000000006,1,1,3,6
3217,0,80,0.07454545454545393,0,1,4,4
183,-4,69,0.3454545454545413,0,1,4,6
1331,13,39,0.19454545454545588,0,1,4,6
396,5,71,0.03545454545454421,0,0,4,6
1800,3,75,0.3727272727272735,1,0,4,6
450,29,48,0.5981818181818116,0,0,4,6
1716,4,25,0.09727272727273183,0,1,1,3
1556,-11,65,0.037272727272719214,1,0,5,4
3600,0,75,0.6709090909091008,1,1,4,4
3077,1,62,0.3572727272727279,0,0,0,7
499,14,35,0.6681818181818151,0,0,4,6
983,-14,83,0.15636363636363884,1,0,4,3
3160,-7,70,0.45909090909091527,1,1,5,6
2894,-10,76,0.16090909090909183,0,0,5,6
1876,-7,65,1.1318181818181807,0,0,4,4
2823,7,63,0.0018181818181904998,1,1,5,6
3600,0,75,0.1154545454545438,1,1,1,3
2357,-7,43,0.04272727272728038,1,1,5,6
2308,-7,31,0.09727272727272923,1,0,5,4
462,-7,70,0.158181818181819,1,1,3,6
3600,0,75,0.37545454545454376,1,1,4,6
1514,-17,76,0.3254545454545472,0,0,0,7
2629,-6,64,0.41272727272726945,1,1,5,4
2414,-10,63,0.11636363636363388,1,1,5,6
195,-3,11,0.6627272727272591,0,1,5,4
1921,4,77,0.4463636363636361,0,0,5,6
759,-1,66,0.4481818181818188,0,1,1,3
3596,0,21,0.4636363636363638,1,0,4,4
3173,-7,25,0.2836363636363641,1,1,4,6
3317,0,13,0.4436363636363529,1,1,4,4
1995,-6,75,0.2836363636363744,0,0,5,4
2398,4,77,0.423636363636364,1,0,5,4
2214,7,79,0.02090909090908998,0,0,3,6
3596,0,69,0.12181818181818213,1,0,4,4
2001,10,65,0.8472727272727318,1,0,4,4
1826,13,44,0.10545454545454773,1,0,4,4
3312,0,76,0.21545454545454587,1,1,5,4
1211,-24,56,0.3990909090909182,1,0,6,6
977,-4,10,0.06272727272728802,1,0,4,6
505,-4,54,0.6181818181818192,0,1,5,3
3511,-7,62,0.033636363636353715,1,0,4,4
2323,11,88,0.8272727272727264,0,0,4,6
1482,10,61,0.22454545454545186,1,0,0,7
3227,-3,75,0.22090909090908636,1,1,5,4
2966,-7,67,0.45272727272727437,1,0,5,6
436,-2,75,0.4281818181818176,0,0,5,6
697,3,45,0.30272727272727645,1,0,4,6
199,-18,80,0.2945454545454554,0,0,4,6
183,12,12,0.4927272727272587,1,1,4,4
2735,0,76,0.4190909090909116,0,1,4,4
3531,0,28,0.6418181818181872,0,0,1,3
2852,7,64,0.5,1,0,4,3
3407,0,47,0.18181818181818182,0,0,5,4
1955,-4,80,0.16909090909090968,0,1,4,6
2267,7,58,0.26272727272727664,1,0,4,6
1363,7,44,0.24090909090908366,1,0,4,6
406,-17,37,0.1018181818181874,0,0,4,4
2308,-4,42,0.27000000000000246,0,0,5,4
3594,0,73,0.09818181818181673,1,1,5,6
3225,0,73,0.21272727272727174,1,0,4,6
2002,-4,50,0.07727272727272418,0,0,4,4
483,3,80,0.13636363636363572,1,1,4,4
639,10,57,0.09090909090908574,1,0,5,4
2131,-11,89,0.5945454545454538,1,1,4,4
1108,14,16,0.22909090909090904,0,1,4,6
3481,0,89,0.06272727272727317,0,0,3,4
147,-3,19,0.6945454545454534,0,1,5,4
196,-10,73,0.7781818181818339,0,0,4,6
1711,-14,23,0.032727272727253294,1,1,4,4
910,-24,77,1.3154545454545454,1,1,4,4
2887,-5,75,0.4472727272727132,1,0,1,3
1872,3,84,0.08727272727272024,0,1,5,6
889,-12,82,0.11636363636363388,1,0,4,4
2782,0,93,0.29454545454545406,0,1,1,3
129,10,74,0.206363636363636,0,0,4,6
1384,0,85,0.004545454545450411,1,0,1,3
1188,-6,61,0.06545454545454793,0,1,5,4
2093,0,68,1.017272727272727,0,1,4,6
2279,6,75,0.6963636363636373,1,1,5,6
3263,-7,75,0.18363636363638267,1,0,5,4
3595,0,74,0.8027272727272764,1,1,4,4
260,8,74,0.2509090909091004,1,0,4,6
1314,-4,31,0.4718181818181971,1,0,5,6
1837,4,75,0.8499999999999918,0,0,4,4
453,-11,61,0.28454545454545416,1,0,4,4
542,-9,52,0.040909090909089875,1,0,4,6
1177,14,32,0.7263636363636347,0,0,4,4
3600,0,75,0.46909090909090617,1,1,0,7
2361,-7,59,0.23090909090909276,0,1,4,4
725,22,55,0.3309090909090948,1,1,4,6
1930,0,30,0.030909090909093804,1,1,4,6
338,16,16,0.2709090909090893,0,0,4,4
2700,7,59,0.18454545454545723,1,0,5,6
1825,-28,12,0.07090909090908842,0,1,4,4
367,-5,78,0.1281818181818182,1,1,5,6
3447,0,16,0.20272727272728472,1,1,4,4
1738,-11,57,0.30000000000000104,0,0,4,4
1475,7,16,0.3581818181818183,1,0,4,4
2801,-7,51,0.08909090909090557,0,1,4,4
975,-14,66,1.0609090909090872,0,0,5,4
426,4,47,1.350000000000002,0,0,4,4
1680,-17,86,0.4999999999999987,0,1,1,3
1843,-10,14,0.18727272727273264,1,1,4,4
3054,7,43,0.6590909090909091,0,0,5,4
2562,0,80,0.0009090909091004174,0,0,5,4
135,15,69,0.38090909090908553,0,0,0,7
1000,-8,75,0.5618181818181877,1,0,4,4
2146,13,27,0.8809090909090959,1,1,4,4
2777,-4,11,0.1036363636363637,1,0,0,7
1996,14,44,0.6109090909090985,1,0,1,3
3287,0,68,0.39636363636363503,0,0,1,1
1145,-8,75,1.2918958832001822e-15,1,1,5,6
1744,3,49,0.1827272727272719,0,1,5,4
1936,0,34,0.2727272727272727,0,0,4,6
1910,-14,79,0.8509090909090908,0,0,4,4
3121,7,68,0.2554545454545405,1,0,5,4
2585,7,75,0.179090909090909,1,0,1,3
2825,10,77,0.6654545454545449,0,1,4,4
323,-8,19,0.40272727272727854,0,0,5,4
771,-4,75,0.03909090909091488,0,1,5,6
873,2,36,0.33454545454543966,0,1,4,6
1826,-6,75,0.5818181818181823,1,0,4,6
2029,-7,54,0.1527272727272682,0,1,4,4
1011,4,20,0.5245454545454529,0,0,5,6
854,-21,30,0.3127272727272777,0,0,4,4
3521,0,64,0.4136363636363595,1,0,4,6
2151,0,75,0.16727272727272757,1,1,5,6
3105,7,54,0.9318181818181922,1,0,4,6
2465,0,60,0.1799999999999965,1,1,5,4
1532,-10,46,0.3718181818181847,1,1,5,4
2873,7,75,0.4354545454545525,1,1,1,3
2403,-6,87,0.26363636363636156,0,1,5,4
3232,-7,72,0.29818181818182604,1,1,1,3
1920,-3,30,0.10818181818181281,0,1,6,6
1455,-8,88,0.34454545454545643,0,0,4,6
1735,-4,75,0.6990909090909141,1,0,4,4
2448,4,40,0.2409090909090785,1,1,5,4
3600,0,75,0.3881818181818191,1,1,5,4
1495,23,75,0.3118181818181773,1,1,4,6
1796,0,80,0.1927272727272725,1,0,4,6
2332,-3,41,0.4590909090909101,0,0,4,3
1996,-14,64,0.454545454545452,1,0,1,3
3596,0,84,0.09818181818181157,0,1,0,7
2586,0,61,0.25636363636363574,0,1,4,4
3418,0,33,0.7945454545454553,1,0,4,4
1302,-14,75,0.33727272727272606,1,0,0,7
1088,-11,43,1.3299999999999996,0,1,4,4
3493,0,64,0.2363636363636281,0,1,5,6
2696,-6,75,0.6000000000000021,0,0,4,6
2537,3,67,0.22909090909090743,1,0,1,3
227,-28,62,0.180909090909084,1,1,4,4
2420,7,26,0.23090909090906694,1,0,4,4
307,-18,33,0.04999999999999845,0,1,4,4
3566,0,66,0.3172727272727281,0,0,4,6
2700,-11,18,0.2072727272727274,0,0,1,3
3093,7,70,0.018181818181822317,1,1,4,6
2095,-8,56,0.49272727272727934,1,0,4,4
1412,-19,52,0.02818181818181322,0,0,5,4
2884,-3,31,0.2890909090909149,1,1,5,4
423,7,58,0.5454545454545454,0,1,5,4
770,-4,80,0.4054545454545591,1,0,5,6
1178,3,16,0.024545454545463228,1,0,4,4
2133,7,93,0.08363636363635991,0,1,5,4
581,-6,50,0.4181818181818254,0,1,5,6
2247,-4,55,0.0309090909090783,1,1,5,6
174,1,15,0.36272727272726324,0,0,5,4
329,-8,38,0.28363636363636924,0,0,4,4
1812,-7,57,0.3881818181818165,0,0,4,4
1820,7,70,0.0872727272727254,0,0,4,6
3448,0,79,0.5454545454545442,0,1,1,3
712,-3,23,0.27727272727272895,1,1,3,3
1850,-3,11,0.5336363636363679,0,1,4,3
2668,-3,54,0.4000000000000031,1,1,5,6
1059,-10,52,0.5463636363636407,1,0,4,4
3509,0,92,0.40636363636363365,0,1,5,6
2700,7,35,0.1172727272727343,0,1,5,6
231,3,57,0.08454545454545516,0,1,4,4
1177,-4,41,0.8218181818181837,0,1,1,3
3212,3,65,0.18181818181818182,0,1,5,6
1527,-13,58,0.6945454545454534,0,1,4,4
2505,-3,48,0.1463636363636376,0,1,1,3
2445,-3,69,0.29181818181818,1,0,4,6
1536,0,63,0.5409090909090899,0,1,5,4
3600,0,75,0.3718181818181744,1,1,5,6
2569,-3,61,0.924545454545456,0,1,4,3
1124,-3,75,0.4490909090908934,1,1,5,4
465,-13,10,0.14454545454545745,1,0,5,4
505,5,67,0.32999999999999957,0,1,4,4
2242,4,21,0.6009090909091025,0,1,4,6
1800,1,75,0.8136363636363652,1,1,4,6
2497,0,71,0.43000000000000166,1,1,4,4
1800,-6,75,0.6809090909090917,0,0,3,3
1487,9,75,0.9300000000000016,0,0,5,6
472,-14,59,0.05454545454544111,0,0,4,6
259,-5,28,0.1590909090909091,0,0,3,4
1396,-7,35,0.019090909090909814,1,1,1,3
197,21,55,0.05090909090909628,0,0,4,4
1920,-17,59,0.5854545454545452,1,0,5,4
1457,7,58,0.1999999999999938,1,0,5,4
2495,0,87,0.13363636363636353,1,1,4,4
1370,0,65,0.10727272727273306,0,0,4,4
249,0,80,0.5,1,0,0,7
2248,17,34,0.30727272727272686,1,0,4,6
2468,0,59,0.19454545454544814,0,0,5,3
2141,-10,62,0.3136363636363652,0,1,5,4
2472,4,91,0.5281818181818196,0,0,5,4
1672,1,34,0.7990909090909057,1,1,4,3
1915,-7,90,0.8609090909090908,1,1,4,4
602,6,34,0.1081818181818154,1,1,5,6
1659,0,54,0.2918181818181696,0,0,4,4
2750,-7,75,0.19636363636363605,1,1,5,4
312,-20,84,0.43818181818181884,0,0,5,4
2493,-6,84,0.6836363636363623,0,1,5,3
1582,-5,85,0.5463636363636355,0,1,5,6
3336,0,27,0.5090909090909111,1,1,4,6
2689,3,91,0.3909090909090971,0,0,5,4
2815,14,45,0.27090909090909254,0,1,5,6
264,-23,75,0.07636363636361859,1,0,4,6
1011,-4,80,0.16454545454544958,1,0,5,4
3108,0,41,0.12545454545454504,1,0,5,6
3126,-3,55,0.625454545454545,1,0,5,4
1395,0,37,0.04999999999999587,1,0,5,3
841,-18,80,0.004545454545455902,0,1,3,4
2187,7,49,0.2618181818181917,0,1,5,6
818,-1,71,0.41181818181817936,1,0,5,6
1903,-3,69,0.9490909090909063,0,0,4,3
2451,17,75,0.4427272727272628,0,1,4,4
3239,0,77,0.8645454545454544,1,1,4,6
126,-1,58,0.4736363636363514,1,0,5,4
566,-18,66,0.7490909090908996,0,0,4,4
2659,-3,26,0.5872727272727293,1,0,1,3
2185,0,80,0.4954545454545451,1,0,4,4
3600,0,75,0.31545454545455826,1,1,5,4
900,2,48,0.004545454545455579,1,0,5,4
1300,0,48,0.07636363636363926,0,0,5,6
3361,0,42,0.6563636363636388,0,0,5,4
1095,-7,91,0.13363636363635578,1,1,0,7
2700,10,46,0.7890909090909097,0,1,5,4
3577,0,83,0.4554545454545462,1,1,5,6
152,-14,71,0.06272727272726736,0,0,5,6
3227,0,52,0.03909090909090454,1,1,5,6
2990,-3,76,0.5627272727272881,0,1,5,4
1515,0,59,0.13999999999999668,1,1,4,4
1216,-9,52,0.4845454545454531,0,1,4,4
965,-8,74,0.1518181818181781,0,0,5,6
2040,-3,55,0.6963636363636386,1,1,5,4
3339,0,18,0.24000000000000005,1,1,4,6
2832,-3,22,0.2736363636363667,0,0,4,6
577,-9,70,0.2900000000000153,0,0,4,6
350,-14,87,0.21818181818181612,1,1,4,6
761,-16,75,0.5863636363636353,0,1,4,4
1099,-3,75,0.5663636363636367,1,1,4,4
2662,3,52,0.14999999999999794,1,0,4,6
1361,3,41,0.21545454545454587,1,0,5,6
286,7,55,0.4636363636363657,1,0,4,6
1382,3,39,0.037272727272719214,0,0,4,6
708,0,80,0.15818181818180868,0,0,4,6
164,2,83,0.3118181818181876,0,1,5,6
1754,-10,58,0.1227272727272748,0,1,4,6
1818,3,60,0.505454545454543,1,0,4,6
2378,10,43,0.30818181818181695,1,1,0,7
135,-7,28,0.4236363636363659,1,0,5,3
2538,6,63,0.1327272727272657,1,1,3,3
982,-5,24,0.5245454545454542,0,0,5,6
470,3,85,0.24363636363636393,1,1,3,3
2013,7,12,0.1063636363636362,0,1,3,1
3572,0,47,0.10181818181818224,1,1,1,3
158,-6,21,0.8554545454545426,0,1,3,3
1615,-3,63,0.815454545454548,0,1,5,3
3108,3,75,0.09909090909090165,1,1,4,6
2623,0,52,0.32181818181817334,1,1,4,3
3098,-1,68,0.6863636363636322,1,0,3,4
3236,0,35,0.30363636363636654,1,1,5,3
1263,-14,65,0.12454545454545238,1,1,5,4
2313,0,35,0.09909090909093266,0,0,1,3
1845,0,20,0.08909090909090978,1,0,4,4
2252,-6,50,0.4190909090909052,1,1,5,4
1852,-14,40,0.28090909090909383,1,0,4,4
3600,0,75,0.08636363636361982,1,1,5,6
943,8,90,0.045454545454546746,0,1,5,6
3600,0,75,0.28545454545455456,1,1,4,6
571,-5,54,0.2963636363636407,1,0,5,6
578,-13,50,0.2545454545454504,1,0,1,3
2539,0,58,0.007272727272730994,0,1,5,4
2787,-4,74,0.27090909090909254,1,1,4,6
2520,-7,75,0.08909090909091075,1,0,4,6
1827,-17,70,0.06454545454545785,1,0,0,7
1953,0,59,0.34545454545454907,1,1,5,4
1051,7,66,0.2509090909090875,0,0,5,6
2943,3,73,0.25545454545454566,1,0,0,7
1429,23,66,0.1036363636363624,1,0,4,6
482,-14,48,0.29727272727272563,1,0,4,4
2861,-10,50,0.2672727272727322,0,0,5,4
1722,0,45,0.32636363636362375,0,1,1,3
2652,-4,44,0.4554545454545446,1,1,5,4
1389,-5,30,0.114545454545455,1,0,5,4
2143,-7,87,0.6381818181818191,1,1,1,3
649,4,45,0.7390909090909087,0,0,4,4
1832,-17,75,0.8572727272727124,1,1,4,6
2094,-3,75,0.23727272727274917,1,1,4,6
1384,-28,54,0.1227272727272748,1,1,5,6
2001,6,80,0.10454545454545507,1,1,5,4
3232,3,49,0.01454545454545682,1,1,4,6
2396,8,15,0.06545454545455827,0,0,5,6
3302,0,74,0.48454545454544795,1,1,1,3
3595,0,81,0.14181818181817685,1,1,0,7
3384,0,54,0.7745454545454632,0,0,4,4
2571,-7,41,0.06454545454545269,1,1,4,3
316,-16,16,0.7009090909090943,0,1,5,6
640,0,64,0.09818181818181157,0,1,5,4
2581,-7,50,0.2209090909090967,1,0,1,3
1909,-13,22,0.33363636363633925,1,0,4,4
3421,0,60,0.32181818181818367,1,0,4,6
1661,-6,83,0.6154545454545335,0,0,4,6
3316,0,62,0.03818181818181963,0,0,1,3
1361,5,75,0.5563636363636264,0,0,4,4
730,5,24,0.6309090909090959,0,0,4,4
1390,-10,55,0.14909090909091302,0,0,4,6
1117,0,59,0.8963636363636325,0,1,5,4
900,1,25,0.01818181818181198,1,0,4,6
910,-4,51,0.09818181818181673,1,0,5,4
2220,-7,59,0.07545454545454917,1,1,5,6
2573,-14,49,0.29727272727272047,1,0,4,4
1317,-17,23,0.29545454545454547,1,1,5,4
3349,0,45,0.16090909090909442,0,0,5,6
1800,-17,75,0.3118181818181979,0,0,5,4
2522,-6,90,0.580909090909069,1,1,4,4
682,10,51,1.4918181818181842,1,1,5,4
1029,-10,37,0.3290909090909095,1,0,5,4
2622,-7,59,0.02000000000000248,1,1,4,4
843,21,85,0.34272727272727105,1,1,4,3
1549,-3,75,0.5536363636363562,1,1,4,4
1800,-5,75,1.1736363636363505,0,0,5,4
3525,0,64,0.9318181818181844,0,1,4,6
207,-18,39,0.48999999999999877,0,0,5,6
1915,4,59,1.0054545454545354,0,0,4,6
172,4,59,0.07909090909090434,1,1,4,4
3177,-7,45,0.09727272727272665,0,1,4,4
1440,-5,68,0.4563636363636347,0,1,5,4
1254,-5,61,0.1090909090909029,1,1,5,4
2700,0,67,0.3227272727272686,1,1,3,6
3600,0,75,0.22636363636363332,0,0,4,4
241,7,44,0.10909090909091322,0,0,4,4
1500,-8,50,0.3009090909090911,1,1,5,4
2082,7,76,0.1272727272727291,1,0,5,6
355,-7,86,0.0190909090909124,1,0,0,7
1241,0,36,0.5545454545454566,0,0,5,6
2246,4,82,0.36454545454545373,1,0,3,6
865,-21,10,0.07727272727272805,1,0,1,3
159,3,34,0.05818181818181694,0,1,5,4
1889,-7,56,0.42000000000000043,0,0,4,4
3200,-7,82,0.3827272727272657,0,1,6,3
1629,-4,75,0.1700000000000004,0,1,5,4
851,-28,24,0.023636363636352475,1,1,5,3
1892,4,50,0.391818181818182,0,0,4,4
1800,-14,75,2.66727272727272,0,0,5,3
2128,14,75,0.14090909090908676,1,0,5,4
1570,4,43,0.3300000000000151,0,1,5,6
166,-11,75,0.7554545454545508,1,1,4,4
2911,3,75,0.42181818181818187,1,1,1,1
1647,7,75,0.09272727272728142,1,0,4,6
326,3,75,0.004545454545454287,1,1,5,4
495,-14,75,0.06181818181818761,1,1,5,6
1106,0,75,0.13363636363638678,1,0,3,6
364,-14,86,0.456363636363636,0,1,5,4
218,0,23,0.4618181818181855,1,1,4,6
3009,3,64,0.5800000000000047,1,0,4,6
817,-7,32,0.2709090909090822,0,1,5,4
768,22,66,0.6890909090909024,1,1,1,3
1225,-13,75,0.032727272727273965,1,1,4,3
816,-9,80,0.24545454545454443,1,1,4,6
2893,-4,16,0.13999999999999668,1,0,0,7
1597,0,88,0.3354545454545462,1,0,4,4
2700,-4,48,0.49272727272727934,1,0,5,6
1247,-6,11,0.2572727272727517,1,1,3,4
553,-12,20,0.05818181818180661,1,0,4,4
2175,7,66,0.16545454545455518,1,0,1,3
1820,14,15,0.26090909090910164,0,0,4,6
3061,0,27,0.025454545454544265,1,0,5,4
1631,10,29,0.3345454545454707,1,1,4,6
3477,0,64,0.45727272727272994,1,1,1,3
1652,-13,70,0.47181818181818164,1,1,5,6
2323,0,26,0.037272727272729546,1,0,5,4
1722,-14,63,0.31909090909091087,0,0,1,3
2751,10,62,0.010909090909091323,0,0,5,6
2843,8,59,0.03909090909091488,1,1,4,6
1131,14,73,0.1700000000000004,0,0,4,6
2437,-3,50,0.12545454545454504,1,1,5,4
1970,-8,75,0.32000000000000867,1,0,5,6
1741,-3,75,0.0009090909090797471,0,1,5,6
1931,18,75,0.5918181818181913,1,1,4,6
1805,3,45,0.5145454545454569,0,0,4,6
2781,-14,79,0.43181818181818116,1,0,4,4
356,0,34,0.17818181818181114,0,1,3,6
1641,-20,52,0.07636363636363926,0,1,4,3
985,7,62,0.17636363636363098,1,0,4,4
1420,-14,75,0.3209090909090781,1,1,1,3
2452,-3,62,0.033636363636374386,0,1,5,6
859,-2,45,0.3836363636363661,1,1,1,3
882,11,69,0.23272727272727292,1,1,3,6
511,14,75,0.25545454545454827,1,0,4,6
818,-11,75,0.19272727272727314,1,1,5,4
2862,4,66,0.3909090909090919,1,0,3,4
2510,10,24,0.0027272727272909174,0,0,4,3
3400,-3,52,0.15000000000000827,0,0,4,4
2989,-4,16,0.28999999999998427,1,1,5,6
667,-9,92,0.677272727272721,0,0,4,4
1310,-3,24,0.4436363636363632,0,1,4,4
1796,20,79,0.05454545454544628,1,1,2,6
2859,-3,62,0.7754545454545482,0,1,1,3
2137,4,45,0.640909090909092,0,0,4,4
2928,-3,80,0.016363636363636982,0,1,5,4
552,14,63,0.10000000000000207,0,0,5,6
3257,0,56,0.16090909090909442,0,1,3,6
3204,0,16,0.19454545454545427,0,0,4,6
1581,3,34,1.08363636363636,0,1,4,4
1316,-4,41,0.36272727272727096,0,0,5,6
2129,-13,69,1.3609090909090726,1,0,5,6
284,10,49,0.1918181818181779,1,0,4,4
210,-5,79,0.07818181818181942,1,1,0,7
2834,3,81,0.3218181818181817,1,1,1,3
1800,11,75,0.006363636363634451,1,0,4,4
232,-10,75,0.5272727272727334,0,1,3,4
1307,-20,51,0.2836363636363641,1,1,4,4
1163,-4,80,0.41636363636363494,0,1,5,6
3488,0,58,0.04909090909091612,0,1,4,4
2724,4,64,0.4436363636363684,0,0,4,4
1298,0,27,0.6100000000000008,0,1,5,4
785,14,63,0.1263636363636377,0,1,4,4
1177,14,88,0.6509090909090909,1,1,4,6
2993,0,12,0.1372727272727271,1,0,4,4
2206,-7,66,0.3172727272727281,1,1,4,3
3165,-3,52,0.7654545454545469,0,0,4,6
1920,13,48,0.32090909090909875,1,0,4,4
1018,18,36,0.03909090909091488,1,0,4,4
1795,0,74,0.39272727272727725,1,1,1,3
2486,18,75,1.1972727272727133,1,1,5,4
1559,-4,30,0.5172727272727297,0,0,5,6
1710,-5,63,0.17090909090909567,1,0,5,4
157,-24,87,1.3299999999999996,1,0,4,4
2776,0,73,0.003636363636364205,1,0,5,4
3058,0,20,0.7690909090909078,0,1,3,3
309,-15,47,0.1972727272727287,0,1,4,6
1800,11,75,0.1999999999999938,1,0,4,4
3176,7,65,0.01545454545455207,0,1,0,7
2577,0,46,0.37909090909091053,0,1,1,1
858,11,30,0.7509090909090901,1,1,5,6
3506,0,59,0.6872727272727223,0,1,1,3
1007,-15,99,1.2027272727272718,1,1,6,7
2954,0,32,0.1390909090909066,1,1,4,6
2700,-3,70,0.3699999999999968,1,0,4,6
204,0,61,0.5281818181818235,0,1,4,6
195,21,65,0.34636363636364176,0,0,4,6
224,-14,27,0.632727272727276,1,0,4,4
3340,-3,75,0.41272727272727977,1,1,5,4
166,22,17,0.4490909090909089,0,0,4,6
160,-23,52,0.648181818181823,1,0,5,4
1445,0,75,0.1954545454545447,1,0,5,4
1409,7,17,0.0827272727272595,1,0,3,4
1628,-13,22,0.25181818181818144,1,0,4,4
638,12,58,0.06727272727272293,1,1,1,3
3320,0,41,0.0709090909090936,1,1,1,3
3233,0,65,0.09909090909091199,1,0,5,4
283,-8,73,0.2936363636363653,0,0,4,6
2416,7,10,0.3172727272727384,1,1,5,4
1901,0,40,0.24545454545454443,0,0,0,7
2040,-17,55,0.09999999999999173,1,0,1,3
2610,-12,38,0.24090909090908885,0,1,1,3
2392,10,30,0.5227272727272715,1,1,5,4
3022,6,75,0.6363636363636364,0,1,5,4
935,4,75,0.5472727272727256,0,1,4,6
1376,7,75,0.6754545454545512,1,0,4,4
555,-4,64,0.6827272727272718,0,0,5,4
2109,11,66,0.12909090909090537,1,1,0,7
2935,0,70,0.44181818181818305,1,0,1,3
1964,-3,42,0.24909090909090734,0,1,5,4
870,15,77,0.25909090909091115,0,0,5,6
2471,0,63,0.4136363636363647,1,1,5,6
3211,-7,69,0.4472727272727313,1,0,4,6
3177,-3,69,0.6754545454545512,1,1,5,4
999,-3,18,0.23727272727272755,0,0,4,6
774,-18,46,0.040909090909100214,0,1,4,4
1904,-14,63,0.11090909090908822,1,0,4,6
1707,20,73,0.16999999999999912,0,0,1,3
1998,-3,58,0.2145454545454558,1,0,3,3
2761,0,16,0.8790909090909157,1,0,4,4
332,-5,53,0.16454545454544442,0,1,5,6
1508,-24,56,0.3790909090909002,1,1,5,4
3434,7,34,0.3290909090909198,0,1,5,6
617,-7,33,0.21545454545453555,0,1,5,4
2416,-7,51,0.2018181818181843,0,0,5,3
3082,-3,57,0.049090909090905785,1,1,5,4
2721,7,33,0.13636363636363893,0,1,4,4
2878,0,27,0.21090909090908513,0,1,4,6
146,-7,75,0.21909090909089587,0,1,0,7
3600,0,75,0.0500000000000062,1,0,4,6
2280,-5,53,0.34272727272727105,1,0,4,4
2264,-14,78,0.021818181818182,1,0,5,4
2494,-10,63,0.14999999999999794,0,0,1,3
225,-16,82,0.005454545454545661,1,1,1,3
3566,0,63,0.757272727272731,1,1,5,6
848,-8,57,0.015454545454546902,0,0,4,4
3184,0,47,0.7363636363636384,1,0,4,4
1627,3,75,0.6700000000000004,1,1,4,4
3256,0,66,0.49545454545453926,1,0,5,4
1464,7,59,0.20454545454544937,0,1,1,3
821,-4,23,0.11363636363636492,0,0,5,3
142,21,55,0.3600000000000033,0,0,4,4
2004,-18,69,0.391818181818182,0,1,5,4
3346,0,80,0.052727272727286785,1,0,4,4
123,0,26,0.06272727272727252,0,1,4,3
1976,17,75,0.41545454545454613,1,0,4,4
2205,-10,45,1.1445454545454625,0,0,4,4
2004,-7,79,0.14818181818181905,1,0,5,6
2426,11,50,0.549090909090911,1,1,4,3
3100,-3,82,0.19727272727272743,0,1,4,6
2636,4,75,0.2418181818181828,0,1,5,6
2705,-14,44,0.31454545454545785,1,1,4,6
1324,-3,60,0.09272727272727108,0,1,5,6
